Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
56,Yes,Non-Travel,1030,Research & Development,4,2,Medical,1,696,1,Female,93,4,2,Manufacturing Director,1,Divorced,7359,17617,3,Y,No,16,3,3,80,2,10,1,2,1,0,0,0
38,No,Travel_Rarely,1158,Human Resources,5,4,Marketing,1,697,4,Male,48,3,3,Manager,3,Single,11680,11672,8,Y,Yes,13,3,3,80,1,8,1,4,0,0,0,0
46,No,Travel_Frequently,195,Research & Development,29,3,Human Resources,1,698,3,Female,36,4,5,Research Scientist,1,Married,15874,2814,3,Y,No,16,3,3,80,0,16,2,3,3,2,2,0
36,Yes,Travel_Rarely,1190,Sales,26,4,Human Resources,1,699,2,Male,87,3,2,Manager,2,Divorced,7878,25721,2,Y,No,15,3,2,80,2,2,2,3,2,2,1,1
37,Yes,Travel_Frequently,1216,Research & Development,8,4,Technical Degree,1,700,1,Female,30,3,2,Healthcare Representative,2,Single,8119,21742,5,Y,Yes,25,3,4,80,2,5,5,1,5,4,4,4
21,Yes,Travel_Rarely,745,Research & Development,21,3,Medical,1,701,4,Female,62,3,3,Laboratory Technician,3,Married,8795,18386,4,Y,Yes,15,4,4,80,0,3,0,1,0,0,0,0
53,No,Travel_Rarely,1468,Research & Development,19,2,Life Sciences,1,702,3,Male,52,1,1,Manufacturing Director,2,Married,7449,13321,3,Y,No,19,4,3,80,3,2,3,1,2,0,1,1
57,No,Travel_Rarely,1059,Research & Development,18,3,Life Sciences,1,703,4,Female,48,4,1,Laboratory Technician,4,Married,4874,18123,7,Y,No,23,4,1,80,1,2,5,4,2,1,2,0
20,No,Travel_Rarely,171,Research & Development,7,4,Other,1,704,1,Male,45,2,5,Research Scientist,2,Married,15357,5652,5,Y,No,11,3,2,80,2,2,2,4,2,0,0,2
32,No,Travel_Rarely,1000,Sales,28,4,Technical Degree,1,705,3,Male,70,3,1,Sales Executive,1,Single,6320,7562,8,Y,No,23,3,4,80,0,0,0,4,0,0,0,0
53,No,Travel_Rarely,1290,Research & Development,6,3,Life Sciences,1,706,2,Male,93,4,1,Research Scientist,3,Married,6952,13405,5,Y,No,14,3,2,80,0,4,0,1,2,2,2,2
49,Yes,Travel_Rarely,999,Sales,9,5,Human Resources,1,707,3,Male,52,1,3,Sales Executive,3,Divorced,10427,3820,1,Y,Yes,16,4,1,80,1,14,0,2,2,2,2,2
24,No,Travel_Rarely,1296,Research & Development,11,3,Human Resources,1,708,4,Female,68,4,3,Laboratory Technician,4,Married,11028,13559,3,Y,No,11,4,2,80,0,6,2,4,0,0,0,0
20,No,Travel_Rarely,303,Sales,17,2,Other,1,709,1,Male,55,1,2,Sales Executive,1,Divorced,9599,21426,5,Y,No,14,3,3,80,0,2,1,4,1,0,0,1
25,No,Travel_Rarely,1445,Research & Development,12,3,Human Resources,1,710,3,Male,67,1,1,Research Director,2,Married,5009,25125,0,Y,No,21,3,1,80,3,1,6,2,1,0,0,1
19,No,Travel_Rarely,862,Sales,9,4,Marketing,1,711,3,Male,30,1,3,Manager,4,Married,12046,16469,4,Y,No,25,3,4,80,2,1,4,1,0,0,0,0
54,No,Travel_Rarely,786,Research & Development,4,4,Life Sciences,1,712,2,Female,80,3,1,Research Director,2,Married,5962,6482,6,Y,Yes,21,3,2,80,0,8,4,4,0,0,0,0
39,No,Travel_Rarely,1411,Research & Development,8,4,Other,1,713,2,Female,34,3,2,Healthcare Representative,4,Married,10019,25763,5,Y,No,16,4,1,80,1,2,5,3,2,2,2,2
48,Yes,Travel_Rarely,1223,Research & Development,18,4,Human Resources,1,714,4,Female,73,3,2,Healthcare Representative,2,Married,8281,12509,8,Y,Yes,14,3,3,80,2,4,6,3,4,1,3,0
45,No,Travel_Rarely,105,Research & Development,8,3,Other,1,715,2,Male,70,4,2,Research Director,1,Single,8522,22854,1,Y,Yes,19,3,1,80,1,0,2,3,0,0,0,0
33,No,Non-Travel,389,Research & Development,20,3,Marketing,1,716,1,Female,47,3,4,Research Scientist,4,Single,14493,4410,3,Y,No,17,4,2,80,1,15,6,3,1,1,0,1
51,No,Travel_Rarely,827,Sales,7,4,Human Resources,1,717,4,Female,57,3,5,Sales Representative,1,Married,17556,7819,0,Y,Yes,11,3,3,80,1,14,2,1,6,3,5,2
60,No,Travel_Rarely,1489,Human Resources,10,1,Life Sciences,1,718,2,Female,78,3,2,Human Resources,1,Divorced,7109,15593,0,Y,No,15,3,3,80,1,7,5,3,5,4,5,2
56,No,Travel_Rarely,722,Research & Development,1,3,Life Sciences,1,719,3,Male,72,2,1,Laboratory Technician,4,Married,6120,2302,7,Y,No,23,4,2,80,0,4,4,2,2,2,2,1
42,No,Travel_Rarely,300,Sales,11,3,Human Resources,1,720,2,Female,76,3,3,Sales Executive,1,Married,12110,7536,7,Y,No,19,3,1,80,0,7,2,4,0,0,0,0
38,No,Travel_Frequently,1364,Sales,24,3,Human Resources,1,721,1,Male,77,3,2,Manager,3,Married,6777,2443,6,Y,No,19,4,1,80,0,11,0,3,2,2,1,0
55,Yes,Travel_Frequently,674,Sales,14,3,Other,1,722,4,Male,69,3,3,Manager,2,Single,13955,19504,1,Y,No,17,3,3,80,1,11,5,1,0,0,0,0
46,No,Travel_Rarely,1104,Research & Development,15,1,Human Resources,1,723,3,Male,35,3,2,Manufacturing Director,4,Married,6651,16928,6,Y,No,16,4,3,80,1,9,4,4,5,5,5,1
47,No,Non-Travel,287,Research & Development,20,4,Human Resources,1,724,4,Female,59,3,4,Research Scientist,1,Single,14973,3075,4,Y,No,11,3,2,80,0,12,2,1,0,0,0,0
58,No,Travel_Rarely,235,Research & Development,24,1,Human Resources,1,725,1,Male,58,1,1,Research Scientist,4,Divorced,4183,9650,8,Y,No,24,3,2,80,0,0,5,3,0,0,0,0
35,No,Travel_Frequently,401,Research & Development,23,3,Other,1,726,1,Female,30,2,4,Laboratory Technician,1,Married,13177,16927,2,Y,No,16,3,4,80,0,17,0,2,2,2,1,0
40,No,Travel_Rarely,1280,Sales,1,1,Human Resources,1,727,2,Male,92,3,1,Sales Representative,2,Married,5105,7772,1,Y,No,17,4,1,80,0,0,0,1,0,0,0,0
59,Yes,Travel_Frequently,816,Sales,16,2,Medical,1,728,4,Male,43,4,2,Manager,2,Divorced,8523,19292,7,Y,Yes,17,3,2,80,1,4,2,3,0,0,0,0
20,Yes,Non-Travel,246,Sales,11,2,Technical Degree,1,729,2,Female,97,4,1,Sales Representative,1,Married,5806,19177,2,Y,No,23,3,1,80,0,2,5,3,2,1,1,0
24,No,Travel_Frequently,313,Research & Development,27,1,Human Resources,1,730,1,Male,82,2,2,Research Scientist,1,Single,8420,13497,1,Y,No,16,3,1,80,1,3,1,1,0,0,0,0
34,No,Travel_Rarely,947,Sales,28,2,Other,1,731,3,Male,79,1,2,Manager,4,Married,10078,13618,5,Y,Yes,19,3,2,80,0,10,1,3,9,3,2,7
58,Yes,Travel_Rarely,780,Sales,3,3,Medical,1,732,4,Male,94,2,2,Sales Representative,3,Married,8563,6979,5,Y,Yes,15,3,3,80,1,11,2,3,11,2,9,2
25,Yes,Non-Travel,1003,Sales,14,3,Life Sciences,1,733,2,Male,47,1,3,Manager,3,Single,11712,7872,3,Y,No,13,3,2,80,2,7,5,3,2,1,0,2
45,No,Travel_Rarely,1213,Sales,22,3,Marketing,1,734,2,Male,92,2,1,Sales Representative,3,Divorced,5230,19219,4,Y,No,23,3,2,80,0,11,4,2,2,0,2,1
20,Yes,Travel_Rarely,1388,Research & Development,8,2,Other,1,735,4,Female,61,4,1,Research Scientist,3,Single,3208,25668,0,Y,No,18,3,2,80,0,2,4,2,2,1,0,2
54,No,Travel_Rarely,636,Research & Development,14,3,Marketing,1,736,4,Male,43,2,1,Research Director,1,Single,5403,25394,1,Y,No,24,3,4,80,0,8,4,2,0,0,0,0
21,Yes,Travel_Rarely,994,Research & Development,4,3,Human Resources,1,737,4,Male,71,3,4,Laboratory Technician,1,Divorced,15121,20298,4,Y,No,13,3,3,80,0,3,3,1,2,2,1,2
29,Yes,Travel_Rarely,321,Research & Development,27,2,Human Resources,1,738,2,Male,33,2,2,Research Director,2,Married,7523,10123,0,Y,Yes,12,3,4,80,0,9,2,2,0,0,0,0
25,No,Travel_Rarely,486,Research & Development,12,3,Medical,1,739,1,Male,96,4,1,Laboratory Technician,1,Married,5778,3934,1,Y,No,19,3,2,80,0,4,4,3,3,2,3,0
33,No,Travel_Rarely,571,Sales,11,4,Technical Degree,1,740,2,Male,43,2,1,Manager,4,Married,5158,24891,1,Y,No,23,3,1,80,2,7,6,2,1,1,1,1
21,Yes,Travel_Rarely,756,Research & Development,18,2,Human Resources,1,741,1,Male,82,3,1,Research Scientist,4,Divorced,6966,20843,9,Y,No,25,3,3,80,0,3,2,1,0,0,0,0
32,Yes,Travel_Rarely,576,Research & Development,17,1,Marketing,1,742,1,Male,77,3,1,Manufacturing Director,2,Single,6368,11730,3,Y,No,22,3,1,80,1,6,6,3,6,4,1,5
34,No,Non-Travel,392,Research & Development,21,4,Medical,1,743,3,Female,97,2,2,Laboratory Technician,1,Divorced,8632,3812,4,Y,Yes,14,3,2,80,0,7,6,1,7,1,2,4
22,Yes,Travel_Rarely,1257,Research & Development,8,4,Other,1,744,1,Male,63,2,1,Manufacturing Director,3,Single,5390,8320,0,Y,No,14,3,4,80,0,4,6,2,0,0,0,0
19,No,Non-Travel,946,Research & Development,12,4,Technical Degree,1,745,1,Female,94,4,1,Research Scientist,2,Single,5616,13111,5,Y,No,20,3,3,80,2,1,4,3,1,1,1,0
20,Yes,Non-Travel,666,Sales,25,2,Technical Degree,1,746,4,Male,63,2,2,Sales Executive,1,Married,8561,15692,3,Y,No,16,3,3,80,1,2,3,4,1,0,0,1
32,No,Travel_Rarely,731,Research & Development,2,5,Other,1,747,3,Female,84,3,1,Healthcare Representative,3,Divorced,6963,5940,3,Y,Yes,12,3,1,80,2,4,5,3,2,1,0,1
38,Yes,Travel_Frequently,916,Sales,10,3,Human Resources,1,748,2,Female,69,2,3,Sales Representative,4,Divorced,10146,16289,6,Y,No,11,3,3,80,1,11,0,3,4,1,4,1
33,No,Travel_Rarely,1418,Research & Development,7,4,Other,1,749,1,Male,59,4,1,Research Scientist,3,Divorced,6319,21956,1,Y,No,17,3,4,80,2,0,4,2,0,0,0,0
19,No,Travel_Rarely,820,Research & Development,5,4,Other,1,750,3,Male,84,3,2,Healthcare Representative,4,Single,8688,21745,1,Y,No,11,3,4,80,2,1,0,4,1,0,1,1
34,No,Travel_Frequently,111,Research & Development,8,2,Medical,1,751,4,Male,63,4,3,Healthcare Representative,1,Divorced,9893,6915,3,Y,No,23,3,1,80,0,6,5,2,3,2,3,1
21,Yes,Non-Travel,804,Research & Development,12,2,Life Sciences,1,752,4,Male,44,3,3,Research Director,2,Single,11857,15692,9,Y,No,19,3,3,80,2,3,4,1,2,1,2,2
33,Yes,Travel_Rarely,1330,Research & Development,24,3,Technical Degree,1,753,3,Female,80,4,2,Research Director,3,Married,9954,7028,9,Y,No,18,4,2,80,1,5,6,4,1,1,1,1
59,Yes,Travel_Rarely,471,Research & Development,5,3,Life Sciences,1,754,3,Male,81,2,1,Healthcare Representative,1,Divorced,5179,17677,3,Y,Yes,13,3,4,80,0,2,3,3,1,1,0,0
45,No,Travel_Rarely,1427,Research & Development,8,3,Life Sciences,1,755,4,Female,85,2,2,Healthcare Representative,1,Divorced,9021,19252,9,Y,No,19,3,2,80,1,3,6,4,1,0,1,1
48,No,Travel_Rarely,1041,Research & Development,29,3,Life Sciences,1,756,4,Male,61,2,1,Manager,1,Single,4618,15905,1,Y,Yes,23,3,3,80,0,5,2,3,2,2,2,2
56,No,Non-Travel,1394,Sales,19,3,Marketing,1,757,3,Male,41,4,2,Sales Executive,3,Single,9748,14928,5,Y,No,16,3,3,80,1,6,6,2,0,0,0,0
51,No,Travel_Rarely,1498,Research & Development,2,2,Technical Degree,1,758,3,Female,80,2,2,Research Scientist,3,Divorced,10409,12243,8,Y,Yes,18,3,3,80,0,6,6,2,0,0,0,0
55,No,Travel_Frequently,870,Research & Development,5,2,Other,1,759,4,Male,40,3,5,Healthcare Representative,3,Married,18986,23434,3,Y,No,14,3,3,80,1,15,2,1,0,0,0,0
23,Yes,Travel_Rarely,1004,Sales,5,3,Technical Degree,1,760,2,Male,38,1,2,Sales Representative,4,Married,9646,6996,2,Y,Yes,21,3,3,80,0,5,0,4,0,0,0,0
51,Yes,Travel_Rarely,1083,Research & Development,2,4,Human Resources,1,761,3,Male,52,3,1,Laboratory Technician,3,Single,6158,13509,2,Y,Yes,13,4,2,80,2,7,3,2,2,2,0,1
40,Yes,Travel_Frequently,515,Research & Development,12,3,Life Sciences,1,762,2,Female,30,2,1,Research Director,2,Married,4728,18644,0,Y,No,16,3,2,80,0,4,3,2,0,0,0,0
53,No,Travel_Rarely,1241,Research & Development,15,3,Other,1,763,1,Male,43,3,1,Manufacturing Director,4,Single,6059,9229,4,Y,No,16,3,4,80,0,0,1,1,0,0,0,0
37,Yes,Travel_Rarely,677,Research & Development,21,3,Medical,1,764,2,Female,77,4,2,Research Director,2,Married,8123,16720,4,Y,No,17,3,1,80,1,9,4,1,1,0,1,1
30,No,Travel_Rarely,1319,Sales,2,4,Technical Degree,1,765,3,Male,82,1,2,Sales Executive,2,Married,8729,15398,4,Y,No,25,4,3,80,0,5,6,4,0,0,0,0
43,No,Travel_Frequently,182,Research & Development,29,4,Other,1,766,1,Female,45,3,2,Manager,4,Married,9340,25057,7,Y,No,21,3,3,80,1,7,0,2,3,0,2,0
55,No,Travel_Frequently,170,Research & Development,19,4,Marketing,1,767,3,Male,53,2,1,Research Scientist,1,Married,8832,25413,1,Y,Yes,23,4,3,80,0,2,2,1,2,0,1,1
23,No,Travel_Rarely,1133,Sales,1,3,Life Sciences,1,768,1,Male,36,2,4,Manager,4,Married,14366,18024,6,Y,Yes,18,3,3,80,3,5,1,4,5,4,5,1
45,No,Travel_Rarely,434,Research & Development,19,3,Other,1,769,1,Male,98,1,1,Research Director,2,Single,5298,25962,2,Y,No,20,3,4,80,0,0,4,2,0,0,0,0
27,No,Travel_Rarely,1116,Sales,15,3,Life Sciences,1,770,4,Female,42,2,2,Manager,4,Single,9534,23404,3,Y,Yes,12,3,1,80,1,9,3,4,3,3,2,2
57,No,Travel_Rarely,1381,Research & Development,11,2,Marketing,1,771,2,Female,31,1,2,Healthcare Representative,3,Divorced,10008,4049,1,Y,No,14,3,4,80,0,3,0,4,3,0,2,1
40,No,Travel_Rarely,984,Research & Development,29,4,Human Resources,1,772,3,Female,64,3,3,Manufacturing Director,1,Married,10626,26489,2,Y,No,14,3,1,80,0,12,3,3,1,0,0,1
19,No,Travel_Rarely,493,Sales,27,3,Life Sciences,1,773,1,Male,34,4,2,Sales Executive,1,Divorced,12816,11225,3,Y,Yes,24,4,3,80,0,1,2,1,1,0,0,1
44,No,Non-Travel,152,Research & Development,12,1,Technical Degree,1,774,1,Male,84,1,1,Research Director,2,Divorced,6713,3454,5,Y,No,19,3,3,80,3,6,5,4,2,1,2,2
37,Yes,Travel_Rarely,1044,Research & Development,25,3,Other,1,775,3,Female,35,1,2,Manager,3,Single,8052,18511,0,Y,Yes,13,3,1,80,0,2,6,2,1,0,1,1
19,No,Travel_Rarely,166,Human Resources,9,1,Medical,1,776,3,Male,74,4,1,Human Resources,3,Single,4563,8547,1,Y,No,16,3,2,80,1,1,6,3,0,0,0,0
57,No,Non-Travel,179,Research & Development,12,1,Technical Degree,1,777,2,Male,85,3,5,Manager,3,Married,16363,7965,4,Y,No,18,3,4,80,1,16,3,1,2,1,2,2
28,No,Travel_Rarely,111,Research & Development,26,4,Technical Degree,1,778,3,Male,76,4,2,Manager,2,Married,8685,26148,3,Y,Yes,22,3,2,80,3,10,3,4,0,0,0,0
31,No,Travel_Rarely,483,Research & Development,8,4,Human Resources,1,779,2,Male,59,3,1,Manager,2,Married,4667,23179,3,Y,No,23,3,4,80,0,4,2,3,4,2,4,4
59,No,Non-Travel,298,Research & Development,5,3,Technical Degree,1,780,3,Female,30,3,4,Manufacturing Director,1,Divorced,13520,23715,1,Y,No,22,3,3,80,1,10,1,3,2,2,2,1
50,No,Travel_Rarely,480,Research & Development,14,3,Marketing,1,781,3,Female,31,4,1,Laboratory Technician,1,Married,7109,19386,1,Y,No,19,4,3,80,0,6,1,3,1,1,0,1
46,No,Travel_Rarely,458,Human Resources,2,2,Marketing,1,782,2,Male,46,3,4,Human Resources,4,Single,14953,25517,4,Y,No,18,3,3,80,1,14,5,4,1,0,0,1
50,No,Travel_Rarely,1317,Research & Development,3,3,Technical Degree,1,783,3,Female,52,4,1,Laboratory Technician,4,Divorced,5904,10599,3,Y,No,21,3,1,80,0,6,4,3,1,0,0,1
23,No,Travel_Rarely,927,Research & Development,19,2,Other,1,784,1,Female,39,4,3,Manager,4,Married,10978,6211,6,Y,No,18,3,2,80,1,5,4,4,5,3,5,2
55,No,Travel_Rarely,224,Sales,4,2,Technical Degree,1,785,1,Male,58,4,3,Sales Executive,4,Divorced,8537,6054,2,Y,No,20,3,1,80,0,11,3,1,3,3,2,3
59,No,Travel_Frequently,186,Research & Development,24,1,Human Resources,1,786,3,Male,40,4,2,Research Director,3,Single,9324,18085,1,Y,No,14,3,4,80,0,9,4,2,0,0,0,0
41,No,Travel_Rarely,1397,Research & Development,9,3,Other,1,787,4,Male,51,4,2,Manufacturing Director,4,Single,8570,19107,0,Y,No,25,3,3,80,0,7,2,2,1,1,0,0
33,Yes,Travel_Rarely,1155,Research & Development,9,2,Technical Degree,1,788,2,Male,47,1,4,Research Scientist,2,Divorced,15238,12133,9,Y,No,14,3,2,80,0,15,6,1,1,1,0,1
42,No,Travel_Rarely,729,Research & Development,21,4,Technical Degree,1,789,2,Male,72,2,3,Laboratory Technician,1,Single,12941,25364,9,Y,No,24,4,2,80,1,10,3,1,10,3,3,10
23,Yes,Travel_Rarely,336,Sales,23,3,Human Resources,1,790,4,Female,32,2,1,Manager,4,Single,5619,26925,2,Y,Yes,16,3,4,80,0,4,3,1,1,0,1,1
29,No,Travel_Rarely,888,Sales,17,4,Medical,1,791,3,Male,69,4,2,Manager,4,Married,8241,6491,7,Y,No,24,3,2,80,2,4,4,4,4,1,3,1
35,No,Non-Travel,892,Research & Development,1,3,Marketing,1,792,1,Male,48,4,4,Manager,2,Married,13201,23413,9,Y,No,21,3,2,80,0,6,0,2,3,1,3,0
53,No,Travel_Frequently,1482,Sales,24,5,Medical,1,793,3,Male,78,1,2,Sales Representative,3,Divorced,9499,19997,9,Y,No,24,3,1,80,0,5,0,2,2,2,2,1
45,Yes,Travel_Rarely,1493,Research & Development,3,3,Marketing,1,794,3,Male,73,3,3,Research Scientist,2,Divorced,10190,6447,6,Y,No,18,3,1,80,1,10,0,2,0,0,0,0
34,No,Travel_Rarely,1118,Human Resources,19,3,Medical,1,795,1,Female,31,4,2,Human Resources,4,Single,8188,22540,8,Y,Yes,13,3,3,80,1,8,2,4,2,0,2,2
24,Yes,Non-Travel,731,Human Resources,4,5,Other,1,796,2,Female,30,1,2,Human Resources,2,Single,8174,3838,7,Y,No,17,3,4,80,1,2,2,3,1,0,1,1
32,No,Travel_Rarely,1478,Sales,18,1,Medical,1,797,1,Female,94,3,2,Manager,1,Married,10316,5818,2,Y,No,22,3,1,80,3,7,6,4,4,1,1,1
39,No,Non-Travel,116,Sales,18,2,Marketing,1,798,1,Male,77,2,1,Sales Representative,3,Married,7835,10289,7,Y,Yes,11,3,1,80,1,3,1,4,0,0,0,0
32,No,Travel_Rarely,958,Research & Development,5,4,Other,1,799,1,Female,55,2,2,Manufacturing Director,2,Single,7463,20858,0,Y,No,18,4,4,80,3,6,2,2,2,1,1,2
54,Yes,Travel_Rarely,1179,Research & Development,28,2,Life Sciences,1,800,4,Female,61,2,1,Research Director,1,Divorced,4358,12576,8,Y,Yes,14,4,2,80,1,0,5,4,0,0,0,0
26,No,Travel_Rarely,902,Sales,3,2,Life Sciences,1,801,2,Male,56,3,2,Sales Executive,1,Married,7957,7255,4,Y,No,17,3,4,80,0,7,1,3,0,0,0,0
48,No,Travel_Rarely,955,Research & Development,18,3,Life Sciences,1,802,4,Male,91,4,3,Healthcare Representative,4,Married,9656,18651,6,Y,No,25,4,3,80,1,8,0,1,3,3,1,1
30,No,Travel_Rarely,476,Research & Development,29,4,Marketing,1,803,3,Male,97,4,5,Research Director,3,Married,18076,17640,5,Y,Yes,14,3,4,80,1,12,0,2,2,1,1,0
31,No,Travel_Frequently,676,Research & Development,9,3,Marketing,1,804,2,Male,30,1,1,Laboratory Technician,3,Married,6208,4892,3,Y,Yes,14,3,1,80,0,4,3,3,4,0,1,1
20,Yes,Travel_Frequently,1230,Research & Development,26,3,Technical Degree,1,805,3,Male,90,1,2,Laboratory Technician,3,Divorced,8300,14502,2,Y,Yes,21,3,4,80,1,2,6,4,1,1,0,0
56,Yes,Travel_Rarely,661,Research & Development,6,4,Technical Degree,1,806,2,Female,72,1,2,Research Director,3,Married,9786,20275,0,Y,Yes,14,3,2,80,0,7,3,2,3,0,3,2
54,No,Travel_Frequently,868,Sales,28,3,Medical,1,807,3,Female,59,1,2,Sales Representative,4,Single,9385,20610,4,Y,No,16,3,2,80,1,2,1,2,2,2,2,0
37,No,Non-Travel,609,Sales,16,4,Medical,1,808,4,Female,85,4,2,Sales Executive,1,Divorced,7306,26201,3,Y,No,19,3,2,80,0,9,4,3,9,4,9,3
36,Yes,Travel_Rarely,197,Research & Development,21,3,Technical Degree,1,809,4,Female,50,3,1,Research Scientist,2,Married,7072,3377,8,Y,No,18,3,3,80,0,0,5,3,0,0,0,0
47,No,Travel_Rarely,168,Research & Development,12,2,Technical Degree,1,810,2,Male,75,3,3,Manager,2,Divorced,11587,17408,4,Y,No,17,3,1,80,0,7,6,1,7,6,5,3
30,No,Travel_Rarely,821,Research & Development,12,1,Other,1,811,1,Male,75,3,2,Research Scientist,4,Divorced,6350,9144,0,Y,No,13,3,3,80,3,5,2,3,5,3,3,4
20,No,Travel_Rarely,1209,Research & Development,14,3,Human Resources,1,812,1,Male,65,1,3,Research Director,3,Married,11827,23623,0,Y,No,16,4,2,80,0,2,1,2,2,0,1,2
29,Yes,Travel_Rarely,205,Research & Development,6,5,Other,1,813,4,Male,63,4,1,Manager,2,Divorced,6169,19154,0,Y,No,20,4,2,80,1,2,5,4,2,2,0,2
54,Yes,Travel_Rarely,1253,Research & Development,7,3,Technical Degree,1,814,2,Male,46,3,1,Healthcare Representative,2,Divorced,6071,11881,5,Y,No,13,3,1,80,0,0,3,4,0,0,0,0
23,Yes,Travel_Rarely,443,Sales,29,4,Life Sciences,1,815,3,Female,61,1,2,Sales Executive,2,Single,9626,26101,8,Y,Yes,20,3,3,80,3,5,2,3,1,0,1,0
54,No,Travel_Rarely,975,Research & Development,15,1,Life Sciences,1,816,2,Female,93,3,3,Laboratory Technician,4,Divorced,9341,14250,5,Y,No,14,3,4,80,0,16,2,3,1,0,1,1
43,Yes,Travel_Rarely,722,Research & Development,21,2,Medical,1,817,4,Male,79,1,2,Research Director,1,Single,9168,7839,7,Y,No,15,3,2,80,1,6,2,1,6,6,3,4
20,No,Travel_Rarely,858,Research & Development,8,3,Other,1,818,2,Male,82,3,2,Manufacturing Director,2,Married,11041,9233,3,Y,Yes,21,4,1,80,0,2,6,2,2,0,0,2
24,No,Travel_Rarely,1143,Research & Development,20,3,Marketing,1,819,4,Male,96,3,1,Research Scientist,3,Married,4303,6078,0,Y,No,12,4,2,80,1,0,0,1,0,0,0,0
44,No,Non-Travel,1479,Research & Development,12,3,Human Resources,1,820,1,Male,63,4,2,Manufacturing Director,3,Married,7869,24301,3,Y,No,12,3,4,80,1,8,3,3,2,0,2,1
48,No,Travel_Rarely,331,Research & Development,8,4,Marketing,1,821,4,Male,63,1,3,Research Scientist,3,Divorced,12160,6042,2,Y,No,19,4,3,80,1,14,6,2,0,0,0,0
49,No,Travel_Rarely,307,Research & Development,14,3,Medical,1,822,2,Male,38,1,4,Manufacturing Director,3,Married,13732,22054,9,Y,No,20,4,4,80,0,16,6,3,4,1,4,2
19,No,Travel_Rarely,478,Research & Development,21,3,Medical,1,823,2,Male,71,1,3,Healthcare Representative,3,Married,11139,13412,8,Y,Yes,13,3,1,80,0,1,4,4,0,0,0,0
45,Yes,Travel_Frequently,1456,Research & Development,12,3,Marketing,1,824,1,Male,66,3,2,Healthcare Representative,3,Divorced,9122,9083,2,Y,Yes,15,3,1,80,2,12,0,1,0,0,0,0
47,No,Travel_Rarely,1215,Research & Development,14,2,Marketing,1,825,4,Female,34,3,1,Manufacturing Director,2,Single,4379,5841,0,Y,Yes,24,3,4,80,2,0,2,1,0,0,0,0
38,Yes,Travel_Rarely,767,Research & Development,4,4,Life Sciences,1,826,3,Female,58,2,2,Manufacturing Director,2,Single,9866,11571,4,Y,No,11,3,3,80,1,8,0,1,4,4,3,0
48,No,Travel_Rarely,1386,Sales,21,3,Technical Degree,1,827,1,Male,90,2,1,Manager,4,Divorced,6962,18087,9,Y,No,17,3,3,80,3,3,4,4,3,2,2,0
47,Yes,Travel_Rarely,180,Research & Development,10,4,Life Sciences,1,828,4,Male,67,1,1,Healthcare Representative,1,Married,5927,10836,3,Y,No,16,4,3,80,1,1,4,1,1,1,1,0
19,No,Travel_Rarely,1306,Sales,21,3,Other,1,829,1,Male,30,3,1,Sales Executive,3,Married,4112,7456,1,Y,No,22,4,3,80,2,1,5,1,1,0,1,1
41,Yes,Travel_Frequently,636,Research & Development,9,4,Human Resources,1,830,3,Male,60,1,1,Manufacturing Director,4,Divorced,5330,21034,5,Y,Yes,12,3,2,80,1,0,6,1,0,0,0,0
60,Yes,Travel_Rarely,633,Sales,13,3,Life Sciences,1,831,1,Female,82,1,1,Manager,2,Single,5949,13051,2,Y,Yes,11,4,3,80,1,0,1,1,0,0,0,0
22,No,Travel_Rarely,122,Research & Development,11,4,Human Resources,1,832,2,Female,83,4,3,Research Director,4,Married,9791,2972,0,Y,No,21,3,2,80,2,4,3,2,0,0,0,0
44,No,Travel_Frequently,1001,Sales,13,4,Technical Degree,1,833,1,Male,38,4,1,Sales Executive,4,Married,3915,18351,2,Y,Yes,21,4,2,80,1,1,2,3,1,0,0,0
58,No,Travel_Rarely,309,Research & Development,8,2,Technical Degree,1,834,1,Female,87,1,1,Healthcare Representative,1,Married,6023,12136,7,Y,Yes,22,4,1,80,2,0,1,4,0,0,0,0
45,No,Travel_Rarely,841,Research & Development,24,3,Life Sciences,1,835,3,Female,56,4,1,Manufacturing Director,4,Married,7628,2716,0,Y,Yes,20,4,4,80,3,3,2,1,3,3,3,3
57,Yes,Travel_Rarely,401,Sales,22,3,Medical,1,836,2,Male,67,3,2,Sales Executive,2,Married,5566,6121,1,Y,No,15,4,3,80,1,3,3,1,3,2,0,2
26,No,Travel_Rarely,1438,Research & Development,16,3,Marketing,1,837,2,Male,52,4,2,Healthcare Representative,4,Divorced,9858,5572,4,Y,No,17,3,1,80,0,8,0,1,3,3,2,1
45,No,Non-Travel,888,Sales,25,1,Marketing,1,838,2,Male,75,1,1,Manager,2,Divorced,6401,22366,8,Y,Yes,20,3,1,80,0,6,3,4,6,4,2,4
